Probability,Class
0.0003014413,A
0.0014366456,B
0.0004650865,C
0.00042581244,D
0.008880498,E
0.0011880829,G
0.00040861467,H
0.00088987034,I
0.0086036455,J
0.0004610407,K
0.003754966,L
0.00084748236,M
0.97233677,PoseBad
