Probability,Class
0.0050785504,A
0.012529403,B
0.07199085,C
0.012510288,D
0.43662468,E
0.09778886,G
0.03303371,H
0.017042112,I
0.013666387,J
0.008629695,K
0.021576088,L
0.0025244341,M
0.26700497,PoseBad
