Probability,Class
0.0002540153,A
0.00038825514,B
0.004380113,C
0.0008539373,D
0.9833883,E
0.000664414,G
0.0022108192,H
0.00054429495,I
0.0007876895,J
0.001004045,K
0.005076373,L
0.0003415806,M
0.000106036154,PoseBad
