Probability,Class
0.0024513064,A
0.011040546,B
0.04071662,C
0.013761626,D
0.006351293,E
0.07132518,G
0.07607191,H
0.070374615,I
0.014682966,J
0.005238578,K
0.14359918,L
0.0031638376,M
0.5412224,PoseBad
