Probability,Class
0.0016310466,A
0.011939954,B
0.0033979479,C
0.004737023,D
0.010466145,E
0.0023108334,G
0.0047335615,H
0.06158107,I
0.018424436,J
0.032125402,K
0.07080263,L
0.016522544,M
0.76132745,PoseBad
