Probability,Class
0.018028723,A
0.004410627,B
0.082189865,C
0.12592322,D
0.06787225,E
0.007432079,G
0.020938631,H
0.021210765,I
0.3976153,J
0.057628263,K
0.0031373627,L
0.000957669,M
0.1926553,PoseBad
