Probability,Class
0.009671555,A
0.008242921,B
0.0041762893,C
0.762942,D
0.0031131397,E
0.0008262955,G
0.013212674,H
0.030982701,I
0.042296942,J
0.03035081,K
0.010123086,L
0.0013851129,M
0.08267654,PoseBad
