Probability,Class
0.00074440637,A
0.006725119,B
0.0005612115,C
0.0023086204,D
0.00277745,E
0.071303815,G
0.0028203249,H
0.0021075278,I
0.0008844914,J
0.0010402071,K
0.001222029,L
0.0005535199,M
0.90695137,PoseBad
