Probability,Class
0.012319628,A
0.0025787272,B
0.28286093,C
0.24077338,D
0.0649853,E
0.025114961,G
0.057981618,H
0.17531048,I
0.02546908,J
0.043281578,K
0.0602614,L
0.004501529,M
0.0045614294,PoseBad
