Probability,Class
0.0012366204,A
0.13924697,B
0.0001083403,C
0.00014596338,D
0.00079467247,E
0.00024758835,G
8.609014e-05,H
0.00026645014,I
0.0013093927,J
0.00026185557,K
0.00029795046,L
0.0030245427,M
0.8529736,PoseBad
