Probability,Class
0.061506893,A
0.383593,B
0.022597823,C
0.041117772,D
0.026065223,E
0.010629403,G
0.16302992,H
0.021483522,I
0.035552066,J
0.0018446023,K
0.006671147,L
0.016294355,M
0.2096143,PoseBad
