Probability,Class
0.9992937,A
0.00012816655,B
3.2807864e-05,C
8.1809405e-05,D
1.492717e-05,E
2.7739246e-05,G
2.1475333e-05,H
1.7234748e-05,I
4.2749467e-05,J
0.00014270996,K
1.4185681e-05,L
1.4618044e-05,M
0.00016780356,PoseBad
