Probability,Class
0.008079278,A
0.07933756,B
0.0027588278,C
0.0019267106,D
0.013135611,E
0.0057484456,G
0.024648646,H
0.018903427,I
0.014722959,J
0.0033888672,K
0.035485234,L
0.034309983,M
0.75755453,PoseBad
