Probability,Class
0.0073236143,A
0.0034392688,B
0.007391917,C
0.008046778,D
0.031028174,E
0.005329565,G
0.052497473,H
0.018365366,I
0.032143123,J
0.020263242,K
0.0006349861,L
0.0036241196,M
0.8099123,PoseBad
