Probability,Class
0.029715098,A
0.02990018,B
0.011797733,C
0.0036073579,D
0.12725122,E
0.027278518,G
0.003364796,H
0.012271541,I
0.004998803,J
0.0078051267,K
0.32138866,L
0.023058021,M
0.39756298,PoseBad
