Probability,Class
0.00077686145,A
0.011053333,B
0.0027926741,C
0.0003767993,D
0.0006192058,E
0.0037252773,G
0.00020324955,H
0.00016042768,I
0.0015347796,J
0.00043683458,K
0.0009053106,L
0.00021342991,M
0.9772019,PoseBad
