Probability,Class
0.004746314,A
0.005921681,B
0.0040322226,C
0.009003276,D
0.025444513,E
0.041314695,G
0.05913067,H
0.041020025,I
0.030942125,J
0.003832493,K
0.023686238,L
0.010899426,M
0.7400263,PoseBad
