Probability,Class
0.0036351278,A
0.020140018,B
0.0019964452,C
0.00065412774,D
0.00082391786,E
0.0011860073,G
0.0026844195,H
0.0009045749,I
0.0012257785,J
0.00041151306,K
0.0021152808,L
0.0020647245,M
0.9621582,PoseBad
