Probability,Class
0.010499962,A
0.016507996,B
0.024430398,C
0.11496652,D
0.007536544,E
0.023360316,G
0.20975293,H
0.10002567,I
0.29269072,J
0.04299692,K
0.0114195235,L
0.020373238,M
0.12543927,PoseBad
