Probability,Class
0.012372208,A
0.0033894288,B
0.01296953,C
0.010153286,D
0.02588185,E
0.021970958,G
0.045319933,H
0.0009226432,I
0.0002056721,J
0.02829227,K
0.002461939,L
0.00047014427,M
0.8355901,PoseBad
