Probability,Class
0.017984832,A
0.050797533,B
0.015050933,C
0.011547911,D
0.008750486,E
0.025418574,G
0.010836486,H
0.014903917,I
0.00014701605,J
0.10405522,K
0.00030400907,L
0.0138130905,M
0.72638994,PoseBad
