Probability,Class
0.0034022254,A
0.0060313824,B
0.0010023843,C
0.018907841,D
0.0025389376,E
0.0059123426,G
0.0077522737,H
0.00871405,I
0.00047606576,J
0.0003267942,K
0.0008291162,L
0.0057436433,M
0.938363,PoseBad
