Probability,Class
0.0010727112,A
0.012140934,B
0.0047275517,C
0.014521245,D
0.0065553985,E
0.005818369,G
0.012838843,H
0.12432425,I
0.016738467,J
0.043294556,K
0.17066932,L
0.018559258,M
0.56873906,PoseBad
