Probability,Class
0.0044727926,A
0.007899957,B
0.009499854,C
0.007848562,D
0.0014403103,E
0.0031982346,G
0.0059601553,H
0.0017918756,I
0.0007309252,J
0.0053259805,K
0.0009969785,L
0.005445091,M
0.9453893,PoseBad
