Probability,Class
0.0032919631,A
0.0023236456,B
0.0038694793,C
0.03876126,D
0.108054824,E
0.008149753,G
0.030452657,H
0.007607215,I
0.02608013,J
0.0044328715,K
0.106083296,L
0.0026431014,M
0.6582498,PoseBad
