Probability,Class
0.004324566,A
0.0027245812,B
0.00370419,C
0.0015475947,D
0.004266712,E
0.86940086,G
0.03611383,H
0.010276223,I
0.0057825116,J
0.0043441486,K
0.0041058306,L
0.003480146,M
0.049928844,PoseBad
