Probability,Class
0.043447107,A
0.009085587,B
0.003091139,C
0.039236218,D
0.007999065,E
0.33485985,G
0.009563846,H
0.01594779,I
0.007674088,J
0.0075952103,K
0.009892437,L
0.009826979,M
0.5017806,PoseBad
