Probability,Class
0.0010306928,A
0.0152234305,B
0.0029485929,C
0.008002356,D
0.008731257,E
0.0038087952,G
0.001692487,H
0.060256265,I
0.00107951,J
0.011504939,K
0.0011524409,L
0.0016907883,M
0.8828785,PoseBad
