Probability,Class
0.00024399451,A
0.3327173,B
0.0024568012,C
0.00021487617,D
0.02065081,E
0.0077541075,G
0.00027161094,H
0.000389675,I
7.310721e-05,J
0.023958739,K
0.0019331048,L
0.0016879166,M
0.60764796,PoseBad
