Probability,Class
0.0013095639,A
0.011093988,B
0.0024164333,C
0.002322893,D
0.00016361565,E
0.0009480286,G
0.011451882,H
0.001986379,I
0.0026764087,J
0.00016409052,K
0.0020394821,L
0.017927147,M
0.9455001,PoseBad
