Probability,Class
0.9993555,A
0.00013519355,B
3.0394673e-05,C
8.1207276e-05,D
1.5387692e-05,E
2.9613098e-05,G
1.6890841e-05,H
1.7513617e-05,I
4.0295017e-05,J
0.000111933805,K
1.1454142e-05,L
1.5030807e-05,M
0.00013965598,PoseBad
