Probability,Class
0.00053219724,A
0.0020636541,B
0.00013678127,C
0.00010212847,D
0.0017427781,E
0.0010035515,G
0.0015735531,H
0.0040608523,I
0.004070043,J
0.000719028,K
0.00052607467,L
0.0003356846,M
0.98313373,PoseBad
