Probability,Class
0.0019195424,A
0.0017345665,B
0.0049484153,C
0.0581812,D
0.010440712,E
0.005933801,G
0.03154458,H
0.13131773,I
0.015340346,J
0.601221,K
0.015286456,L
0.00745521,M
0.11467638,PoseBad
