Probability,Class
0.00018747873,A
0.0008464165,B
0.00045254242,C
1.5719048e-05,D
0.00016670665,E
0.00045905274,G
0.00018221838,H
4.309573e-05,I
3.0078265e-05,J
0.00029490804,K
0.0005586765,L
0.0008961793,M
0.9958669,PoseBad
