Probability,Class
0.02460812,A
0.09598822,B
0.0021284774,C
0.014297729,D
0.0075584855,E
0.013641126,G
0.004821393,H
0.0065112286,I
0.05831784,J
0.002999188,K
0.014589801,L
0.006782969,M
0.74775547,PoseBad
