Probability,Class
0.0075244578,A
0.009881215,B
0.0008122296,C
0.011808093,D
0.023252329,E
0.004167022,G
0.013501621,H
0.024465619,I
0.021243513,J
0.0040211407,K
0.007878968,L
0.0013584105,M
0.8700853,PoseBad
