Probability,Class
0.000736228,A
0.011275085,B
0.014775342,C
0.0047160336,D
0.0056962194,E
0.057551403,G
0.008935034,H
0.0010997329,I
0.005818264,J
0.003963228,K
0.042709112,L
0.01920954,M
0.82351476,PoseBad
