Probability,Class
0.0046373154,A
0.00033804175,B
0.0004061123,C
7.513053e-05,D
0.0003714782,E
0.022947798,G
0.0014568191,H
0.00012316371,I
2.8257202e-05,J
0.0012055291,K
1.309e-05,L
8.2523795e-05,M
0.9683148,PoseBad
