Probability,Class
0.00074360956,A
0.0014454805,B
0.008461157,C
0.0028622155,D
0.0013599211,E
0.047019128,G
0.103820875,H
0.002546388,I
0.0003258823,J
0.10433372,K
0.00036645142,L
0.005207689,M
0.7215076,PoseBad
