Probability,Class
0.0024733832,A
0.016563391,B
0.0016635491,C
0.0012520064,D
0.0018941811,E
0.0069306255,G
0.00637216,H
0.0040878137,I
0.021268811,J
0.0028775807,K
0.004143418,L
0.022051945,M
0.9084213,PoseBad
