Probability,Class
0.024165804,A
0.013977797,B
0.024880586,C
0.004022372,D
0.03259312,E
0.04278463,G
0.0533638,H
0.033327997,I
0.1953253,J
0.07177381,K
0.013581318,L
0.015338951,M
0.4748645,PoseBad
