Probability,Class
0.023343086,A
0.007852891,B
0.0024045699,C
0.0014747935,D
0.00060300855,E
0.0014646619,G
0.004025326,H
0.002610081,I
0.003205697,J
0.005049032,K
0.0014517801,L
0.0005979508,M
0.94591707,PoseBad
