Probability,Class
0.010010743,A
0.006790964,B
0.012221504,C
0.011438587,D
0.0031367666,E
0.19521976,G
0.0050468543,H
0.010765462,I
0.0021353124,J
0.01579916,K
0.0035435308,L
0.017498594,M
0.70639277,PoseBad
