Probability,Class
0.006949825,A
0.068388656,B
0.020561231,C
0.0069216313,D
0.004301265,E
0.07699552,G
0.009039005,H
0.010176652,I
0.008676204,J
0.015764203,K
0.014711377,L
0.0040154164,M
0.7534991,PoseBad
