Probability,Class
0.0047483076,A
0.014739089,B
0.020033726,C
0.0054939897,D
0.0010203385,E
0.01313524,G
0.41663194,H
0.0015974788,I
0.005814764,J
0.0019996527,K
0.00082706905,L
0.00065251323,M
0.51330584,PoseBad
