Probability,Class
0.0011529485,A
0.05682961,B
0.020771772,C
0.0024854997,D
0.00095424074,E
0.0016947835,G
0.0049014846,H
0.0011844771,I
0.0012981913,J
0.0016961854,K
0.003693769,L
0.0021271675,M
0.90120983,PoseBad
