Probability,Class
0.007691723,A
0.018897206,B
0.2517761,C
0.033067428,D
0.005166011,E
0.011943375,G
0.049018912,H
0.06276098,I
0.0971373,J
0.0069568343,K
0.0462542,L
0.01785559,M
0.39147425,PoseBad
