Probability,Class
0.0008272914,A
0.00086904934,B
0.00035773104,C
0.0016692607,D
0.014035454,E
0.007703791,G
0.00043135334,H
0.0022167035,I
9.427492e-05,J
0.008768587,K
0.00025805365,L
0.0030289486,M
0.9597394,PoseBad
