Probability,Class
0.99936074,A
0.00011132694,B
3.4663986e-05,C
8.327513e-05,D
1.4751708e-05,E
2.9276734e-05,G
2.1381866e-05,H
1.804193e-05,I
3.633808e-05,J
0.0001336675,K
1.0992563e-05,L
1.4274371e-05,M
0.00013134844,PoseBad
